Continent,Geographic Area,Indicator,Sex,TIME_PERIOD,OBS_VALUE,Unit of Measure
Eurasia,South-East Asia,Height-for-age <-2 SD (stunting),Total,1989,61,Percent
Eurasia,South-East Asia,Height-for-age <-2 SD (stunting),Total,1990,60,Percent
Eurasia,South-East Asia,Height-for-age <-2 SD (stunting),Total,1991,59,Percent
Eurasia,South-East Asia,Height-for-age <-2 SD (stunting),Total,1992,58,Percent
Eurasia,South-East Asia,Height-for-age <-2 SD (stunting),Total,1993,57,Percent
Eurasia,South-East Asia,Height-for-age <-2 SD (stunting),Total,1994,56,Percent
Eurasia,South-East Asia,Height-for-age <-2 SD (stunting),Total,1995,55,Percent
Eurasia,South-East Asia,Height-for-age <-2 SD (stunting),Total,1996,54,Percent
Eurasia,South-East Asia,Height-for-age <-2 SD (stunting),Total,1997,53,Percent
Eurasia,South-East Asia,Height-for-age <-2 SD (stunting),Total,1998,52,Percent
Eurasia,South-East Asia,Height-for-age <-2 SD (stunting),Total,1999,51,Percent
Eurasia,South-East Asia,Height-for-age <-2 SD (stunting),Total,2000,50,Percent
Eurasia,South-East Asia,Height-for-age <-2 SD (stunting),Total,2001,49,Percent
Eurasia,South-East Asia,Height-for-age <-2 SD (stunting),Total,2002,47,Percent
Eurasia,South-East Asia,Height-for-age <-2 SD (stunting),Total,2003,46,Percent
Eurasia,South-East Asia,Height-for-age <-2 SD (stunting),Total,2004,45,Percent
Eurasia,South-East Asia,Height-for-age <-2 SD (stunting),Total,2005,44,Percent
Eurasia,South-East Asia,Height-for-age <-2 SD (stunting),Total,2006,43,Percent
Eurasia,South-East Asia,Height-for-age <-2 SD (stunting),Total,2007,42,Percent
Eurasia,South-East Asia,Height-for-age <-2 SD (stunting),Total,2008,41,Percent
Eurasia,South-East Asia,Height-for-age <-2 SD (stunting),Total,2009,40,Percent
Eurasia,South-East Asia,Height-for-age <-2 SD (stunting),Total,2010,39,Percent
Eurasia,South-East Asia,Height-for-age <-2 SD (stunting),Total,2011,38,Percent
Eurasia,South-East Asia,Height-for-age <-2 SD (stunting),Total,2012,37,Percent
Eurasia,South-East Asia,Height-for-age <-2 SD (stunting),Total,2013,37,Percent
Eurasia,South-East Asia,Height-for-age <-2 SD (stunting),Total,2014,36,Percent
Eurasia,South-East Asia,Height-for-age <-2 SD (stunting),Total,2015,35,Percent
Eurasia,South-East Asia,Height-for-age <-2 SD (stunting),Total,2016,34,Percent
Eurasia,South-East Asia,Height-for-age <-2 SD (stunting),Total,2017,33,Percent
Eurasia,South-East Asia,Height-for-age <-2 SD (stunting),Total,2018,32,Percent
Eurasia,South-East Asia,Height-for-age <-2 SD (stunting),Total,2019,31,Percent
Eurasia,South-East Asia,Height-for-age <-2 SD (stunting),Total,2020,30,Percent
America,Americas,Height-for-age <-2 SD (stunting),Total,1985,17,Percent
America,Americas,Height-for-age <-2 SD (stunting),Total,1986,16,Percent
America,Americas,Height-for-age <-2 SD (stunting),Total,1987,16,Percent
America,Americas,Height-for-age <-2 SD (stunting),Total,1988,16,Percent
America,Americas,Height-for-age <-2 SD (stunting),Total,1989,15,Percent
America,Americas,Height-for-age <-2 SD (stunting),Total,1990,15,Percent
America,Americas,Height-for-age <-2 SD (stunting),Total,1991,14,Percent
America,Americas,Height-for-age <-2 SD (stunting),Total,1992,14,Percent
America,Americas,Height-for-age <-2 SD (stunting),Total,1993,14,Percent
America,Americas,Height-for-age <-2 SD (stunting),Total,1994,13,Percent
America,Americas,Height-for-age <-2 SD (stunting),Total,1995,13,Percent
America,Americas,Height-for-age <-2 SD (stunting),Total,1996,12,Percent
America,Americas,Height-for-age <-2 SD (stunting),Total,1997,12,Percent
America,Americas,Height-for-age <-2 SD (stunting),Total,1998,12,Percent
America,Americas,Height-for-age <-2 SD (stunting),Total,1999,11,Percent
America,Americas,Height-for-age <-2 SD (stunting),Total,2000,11,Percent
America,Americas,Height-for-age <-2 SD (stunting),Total,2001,11,Percent
America,Americas,Height-for-age <-2 SD (stunting),Total,2002,10,Percent
America,Americas,Height-for-age <-2 SD (stunting),Total,2003,10,Percent
America,Americas,Height-for-age <-2 SD (stunting),Total,2004,10,Percent
America,Americas,Height-for-age <-2 SD (stunting),Total,2005,10,Percent
America,Americas,Height-for-age <-2 SD (stunting),Total,2006,9,Percent
America,Americas,Height-for-age <-2 SD (stunting),Total,2007,9,Percent
America,Americas,Height-for-age <-2 SD (stunting),Total,2008,9,Percent
America,Americas,Height-for-age <-2 SD (stunting),Total,2009,9,Percent
America,Americas,Height-for-age <-2 SD (stunting),Total,2010,8,Percent
America,Americas,Height-for-age <-2 SD (stunting),Total,2011,8,Percent
America,Americas,Height-for-age <-2 SD (stunting),Total,2012,8,Percent
America,Americas,Height-for-age <-2 SD (stunting),Total,2013,8,Percent
America,Americas,Height-for-age <-2 SD (stunting),Total,2014,7,Percent
America,Americas,Height-for-age <-2 SD (stunting),Total,2015,7,Percent
America,Americas,Height-for-age <-2 SD (stunting),Total,2016,7,Percent
America,Americas,Height-for-age <-2 SD (stunting),Total,2017,7,Percent
America,Americas,Height-for-age <-2 SD (stunting),Total,2018,7,Percent
America,Americas,Height-for-age <-2 SD (stunting),Total,2019,6,Percent
America,Americas,Height-for-age <-2 SD (stunting),Total,2020,6,Percent
America,Western Pacific,Height-for-age <-2 SD (stunting),Total,1985,44,Percent
America,Western Pacific,Height-for-age <-2 SD (stunting),Total,1986,42,Percent
America,Western Pacific,Height-for-age <-2 SD (stunting),Total,1987,40,Percent
America,Western Pacific,Height-for-age <-2 SD (stunting),Total,1988,39,Percent
America,Western Pacific,Height-for-age <-2 SD (stunting),Total,1989,37,Percent
America,Western Pacific,Height-for-age <-2 SD (stunting),Total,1990,35,Percent
America,Western Pacific,Height-for-age <-2 SD (stunting),Total,1991,34,Percent
America,Western Pacific,Height-for-age <-2 SD (stunting),Total,1992,32,Percent
America,Western Pacific,Height-for-age <-2 SD (stunting),Total,1993,30,Percent
America,Western Pacific,Height-for-age <-2 SD (stunting),Total,1994,29,Percent
America,Western Pacific,Height-for-age <-2 SD (stunting),Total,1995,27,Percent
America,Western Pacific,Height-for-age <-2 SD (stunting),Total,1996,26,Percent
America,Western Pacific,Height-for-age <-2 SD (stunting),Total,1997,25,Percent
America,Western Pacific,Height-for-age <-2 SD (stunting),Total,1998,23,Percent
America,Western Pacific,Height-for-age <-2 SD (stunting),Total,1999,22,Percent
America,Western Pacific,Height-for-age <-2 SD (stunting),Total,2000,21,Percent
America,Western Pacific,Height-for-age <-2 SD (stunting),Total,2001,20,Percent
America,Western Pacific,Height-for-age <-2 SD (stunting),Total,2002,19,Percent
America,Western Pacific,Height-for-age <-2 SD (stunting),Total,2003,17,Percent
America,Western Pacific,Height-for-age <-2 SD (stunting),Total,2004,16,Percent
America,Western Pacific,Height-for-age <-2 SD (stunting),Total,2005,15,Percent
America,Western Pacific,Height-for-age <-2 SD (stunting),Total,2006,15,Percent
America,Western Pacific,Height-for-age <-2 SD (stunting),Total,2007,14,Percent
America,Western Pacific,Height-for-age <-2 SD (stunting),Total,2008,13,Percent
America,Western Pacific,Height-for-age <-2 SD (stunting),Total,2009,12,Percent
America,Western Pacific,Height-for-age <-2 SD (stunting),Total,2010,11,Percent
America,Western Pacific,Height-for-age <-2 SD (stunting),Total,2011,11,Percent
America,Western Pacific,Height-for-age <-2 SD (stunting),Total,2012,10,Percent
America,Western Pacific,Height-for-age <-2 SD (stunting),Total,2013,9,Percent
America,Western Pacific,Height-for-age <-2 SD (stunting),Total,2014,9,Percent
America,Western Pacific,Height-for-age <-2 SD (stunting),Total,2015,8,Percent
America,Western Pacific,Height-for-age <-2 SD (stunting),Total,2016,8,Percent
America,Western Pacific,Height-for-age <-2 SD (stunting),Total,2017,7,Percent
America,Western Pacific,Height-for-age <-2 SD (stunting),Total,2018,7,Percent
America,Western Pacific,Height-for-age <-2 SD (stunting),Total,2019,6,Percent
America,Western Pacific,Height-for-age <-2 SD (stunting),Total,2020,6,Percent
Eurasia,Eastern Mediterranean,Height-for-age <-2 SD (stunting),Total,1985,43,Percent
Eurasia,Eastern Mediterranean,Height-for-age <-2 SD (stunting),Total,1986,43,Percent
Eurasia,Eastern Mediterranean,Height-for-age <-2 SD (stunting),Total,1987,42,Percent
Eurasia,Eastern Mediterranean,Height-for-age <-2 SD (stunting),Total,1988,41,Percent
Eurasia,Eastern Mediterranean,Height-for-age <-2 SD (stunting),Total,1989,41,Percent
Eurasia,Eastern Mediterranean,Height-for-age <-2 SD (stunting),Total,1990,40,Percent
Eurasia,Eastern Mediterranean,Height-for-age <-2 SD (stunting),Total,1991,39,Percent
Eurasia,Eastern Mediterranean,Height-for-age <-2 SD (stunting),Total,1992,39,Percent
Eurasia,Eastern Mediterranean,Height-for-age <-2 SD (stunting),Total,1993,38,Percent
Eurasia,Eastern Mediterranean,Height-for-age <-2 SD (stunting),Total,1994,38,Percent
Eurasia,Eastern Mediterranean,Height-for-age <-2 SD (stunting),Total,1995,37,Percent
Eurasia,Eastern Mediterranean,Height-for-age <-2 SD (stunting),Total,1996,36,Percent
Eurasia,Eastern Mediterranean,Height-for-age <-2 SD (stunting),Total,1997,36,Percent
Eurasia,Eastern Mediterranean,Height-for-age <-2 SD (stunting),Total,1998,35,Percent
Eurasia,Eastern Mediterranean,Height-for-age <-2 SD (stunting),Total,1999,35,Percent
Eurasia,Eastern Mediterranean,Height-for-age <-2 SD (stunting),Total,2000,34,Percent
Eurasia,Eastern Mediterranean,Height-for-age <-2 SD (stunting),Total,2001,34,Percent
Eurasia,Eastern Mediterranean,Height-for-age <-2 SD (stunting),Total,2002,33,Percent
Eurasia,Eastern Mediterranean,Height-for-age <-2 SD (stunting),Total,2003,32,Percent
Eurasia,Eastern Mediterranean,Height-for-age <-2 SD (stunting),Total,2004,32,Percent
Eurasia,Eastern Mediterranean,Height-for-age <-2 SD (stunting),Total,2005,31,Percent
Eurasia,Eastern Mediterranean,Height-for-age <-2 SD (stunting),Total,2006,31,Percent
Eurasia,Eastern Mediterranean,Height-for-age <-2 SD (stunting),Total,2007,30,Percent
Eurasia,Eastern Mediterranean,Height-for-age <-2 SD (stunting),Total,2008,30,Percent
Eurasia,Eastern Mediterranean,Height-for-age <-2 SD (stunting),Total,2009,29,Percent
Eurasia,Eastern Mediterranean,Height-for-age <-2 SD (stunting),Total,2010,29,Percent
Eurasia,Eastern Mediterranean,Height-for-age <-2 SD (stunting),Total,2011,28,Percent
Eurasia,Eastern Mediterranean,Height-for-age <-2 SD (stunting),Total,2012,28,Percent
Eurasia,Eastern Mediterranean,Height-for-age <-2 SD (stunting),Total,2013,27,Percent
Eurasia,Eastern Mediterranean,Height-for-age <-2 SD (stunting),Total,2014,27,Percent
Eurasia,Eastern Mediterranean,Height-for-age <-2 SD (stunting),Total,2015,26,Percent
Eurasia,Eastern Mediterranean,Height-for-age <-2 SD (stunting),Total,2016,26,Percent
Eurasia,Eastern Mediterranean,Height-for-age <-2 SD (stunting),Total,2017,25,Percent
Eurasia,Eastern Mediterranean,Height-for-age <-2 SD (stunting),Total,2018,25,Percent
Eurasia,Eastern Mediterranean,Height-for-age <-2 SD (stunting),Total,2019,24,Percent
Eurasia,Eastern Mediterranean,Height-for-age <-2 SD (stunting),Total,2020,24,Percent
America,Western Pacific,Weight-for-age <-2 SD (Underweight),Total,1985,21,Percent
America,Western Pacific,Weight-for-age <-2 SD (Underweight),Total,1986,20,Percent
America,Western Pacific,Weight-for-age <-2 SD (Underweight),Total,1987,19,Percent
America,Western Pacific,Weight-for-age <-2 SD (Underweight),Total,1988,18,Percent
America,Western Pacific,Weight-for-age <-2 SD (Underweight),Total,1989,17,Percent
America,Western Pacific,Weight-for-age <-2 SD (Underweight),Total,1990,16,Percent
America,Western Pacific,Weight-for-age <-2 SD (Underweight),Total,1991,15,Percent
America,Western Pacific,Weight-for-age <-2 SD (Underweight),Total,1992,14,Percent
America,Western Pacific,Weight-for-age <-2 SD (Underweight),Total,1993,13,Percent
America,Western Pacific,Weight-for-age <-2 SD (Underweight),Total,1994,13,Percent
America,Western Pacific,Weight-for-age <-2 SD (Underweight),Total,1995,12,Percent
America,Western Pacific,Weight-for-age <-2 SD (Underweight),Total,1996,11,Percent
America,Western Pacific,Weight-for-age <-2 SD (Underweight),Total,1997,10,Percent
America,Western Pacific,Weight-for-age <-2 SD (Underweight),Total,1998,10,Percent
America,Western Pacific,Weight-for-age <-2 SD (Underweight),Total,1999,9,Percent
America,Western Pacific,Weight-for-age <-2 SD (Underweight),Total,2000,9,Percent
America,Western Pacific,Weight-for-age <-2 SD (Underweight),Total,2001,8,Percent
America,Western Pacific,Weight-for-age <-2 SD (Underweight),Total,2002,8,Percent
America,Western Pacific,Weight-for-age <-2 SD (Underweight),Total,2003,7,Percent
America,Western Pacific,Weight-for-age <-2 SD (Underweight),Total,2004,7,Percent
America,Western Pacific,Weight-for-age <-2 SD (Underweight),Total,2005,6,Percent
America,Western Pacific,Weight-for-age <-2 SD (Underweight),Total,2006,6,Percent
America,Western Pacific,Weight-for-age <-2 SD (Underweight),Total,2007,5,Percent
America,Western Pacific,Weight-for-age <-2 SD (Underweight),Total,2008,5,Percent
America,Western Pacific,Weight-for-age <-2 SD (Underweight),Total,2009,5,Percent
America,Western Pacific,Weight-for-age <-2 SD (Underweight),Total,2010,4,Percent
America,Western Pacific,Weight-for-age <-2 SD (Underweight),Total,2011,4,Percent
America,Western Pacific,Weight-for-age <-2 SD (Underweight),Total,2012,4,Percent
America,Western Pacific,Weight-for-age <-2 SD (Underweight),Total,2013,4,Percent
America,Western Pacific,Weight-for-age <-2 SD (Underweight),Total,2014,3,Percent
America,Western Pacific,Weight-for-age <-2 SD (Underweight),Total,2015,3,Percent
America,Western Pacific,Weight-for-age <-2 SD (Underweight),Total,2016,3,Percent
America,Western Pacific,Weight-for-age <-2 SD (Underweight),Total,2017,3,Percent
America,Western Pacific,Weight-for-age <-2 SD (Underweight),Total,2018,3,Percent
America,Western Pacific,Weight-for-age <-2 SD (Underweight),Total,2019,2,Percent
America,Western Pacific,Weight-for-age <-2 SD (Underweight),Total,2020,2,Percent
America,Americas,Weight-for-age <-2 SD (Underweight),Total,1985,5,Percent
America,Americas,Weight-for-age <-2 SD (Underweight),Total,1986,5,Percent
America,Americas,Weight-for-age <-2 SD (Underweight),Total,1987,5,Percent
America,Americas,Weight-for-age <-2 SD (Underweight),Total,1988,5,Percent
America,Americas,Weight-for-age <-2 SD (Underweight),Total,1989,5,Percent
America,Americas,Weight-for-age <-2 SD (Underweight),Total,1990,5,Percent
America,Americas,Weight-for-age <-2 SD (Underweight),Total,1991,4,Percent
America,Americas,Weight-for-age <-2 SD (Underweight),Total,1992,4,Percent
America,Americas,Weight-for-age <-2 SD (Underweight),Total,1993,4,Percent
America,Americas,Weight-for-age <-2 SD (Underweight),Total,1994,4,Percent
America,Americas,Weight-for-age <-2 SD (Underweight),Total,1995,4,Percent
America,Americas,Weight-for-age <-2 SD (Underweight),Total,1996,4,Percent
America,Americas,Weight-for-age <-2 SD (Underweight),Total,1997,4,Percent
America,Americas,Weight-for-age <-2 SD (Underweight),Total,1998,3,Percent
America,Americas,Weight-for-age <-2 SD (Underweight),Total,1999,3,Percent
America,Americas,Weight-for-age <-2 SD (Underweight),Total,2000,3,Percent
America,Americas,Weight-for-age <-2 SD (Underweight),Total,2001,3,Percent
America,Americas,Weight-for-age <-2 SD (Underweight),Total,2002,3,Percent
America,Americas,Weight-for-age <-2 SD (Underweight),Total,2003,3,Percent
America,Americas,Weight-for-age <-2 SD (Underweight),Total,2004,3,Percent
America,Americas,Weight-for-age <-2 SD (Underweight),Total,2005,3,Percent
America,Americas,Weight-for-age <-2 SD (Underweight),Total,2006,3,Percent
America,Americas,Weight-for-age <-2 SD (Underweight),Total,2007,2,Percent
America,Americas,Weight-for-age <-2 SD (Underweight),Total,2008,2,Percent
America,Americas,Weight-for-age <-2 SD (Underweight),Total,2009,2,Percent
America,Americas,Weight-for-age <-2 SD (Underweight),Total,2010,2,Percent
America,Americas,Weight-for-age <-2 SD (Underweight),Total,2011,2,Percent
America,Americas,Weight-for-age <-2 SD (Underweight),Total,2012,2,Percent
America,Americas,Weight-for-age <-2 SD (Underweight),Total,2013,2,Percent
America,Americas,Weight-for-age <-2 SD (Underweight),Total,2014,2,Percent
America,Americas,Weight-for-age <-2 SD (Underweight),Total,2015,2,Percent
America,Americas,Weight-for-age <-2 SD (Underweight),Total,2016,2,Percent
America,Americas,Weight-for-age <-2 SD (Underweight),Total,2017,2,Percent
America,Americas,Weight-for-age <-2 SD (Underweight),Total,2018,2,Percent
America,Americas,Weight-for-age <-2 SD (Underweight),Total,2019,2,Percent
America,Americas,Weight-for-age <-2 SD (Underweight),Total,2020,2,Percent
Eurasia,Eastern Mediterranean,Weight-for-age <-2 SD (Underweight),Total,1985,25,Percent
Eurasia,Eastern Mediterranean,Weight-for-age <-2 SD (Underweight),Total,1986,25,Percent
Eurasia,Eastern Mediterranean,Weight-for-age <-2 SD (Underweight),Total,1987,24,Percent
Eurasia,Eastern Mediterranean,Weight-for-age <-2 SD (Underweight),Total,1988,24,Percent
Eurasia,Eastern Mediterranean,Weight-for-age <-2 SD (Underweight),Total,1989,23,Percent
Eurasia,Eastern Mediterranean,Weight-for-age <-2 SD (Underweight),Total,1990,23,Percent
Eurasia,Eastern Mediterranean,Weight-for-age <-2 SD (Underweight),Total,1991,22,Percent
Eurasia,Eastern Mediterranean,Weight-for-age <-2 SD (Underweight),Total,1992,22,Percent
Eurasia,Eastern Mediterranean,Weight-for-age <-2 SD (Underweight),Total,1993,21,Percent
Eurasia,Eastern Mediterranean,Weight-for-age <-2 SD (Underweight),Total,1994,21,Percent
Eurasia,Eastern Mediterranean,Weight-for-age <-2 SD (Underweight),Total,1995,21,Percent
Eurasia,Eastern Mediterranean,Weight-for-age <-2 SD (Underweight),Total,1996,20,Percent
Eurasia,Eastern Mediterranean,Weight-for-age <-2 SD (Underweight),Total,1997,20,Percent
Eurasia,Eastern Mediterranean,Weight-for-age <-2 SD (Underweight),Total,1998,19,Percent
Eurasia,Eastern Mediterranean,Weight-for-age <-2 SD (Underweight),Total,1999,19,Percent
Eurasia,Eastern Mediterranean,Weight-for-age <-2 SD (Underweight),Total,2000,19,Percent
Eurasia,Eastern Mediterranean,Weight-for-age <-2 SD (Underweight),Total,2001,18,Percent
Eurasia,Eastern Mediterranean,Weight-for-age <-2 SD (Underweight),Total,2002,18,Percent
Eurasia,Eastern Mediterranean,Weight-for-age <-2 SD (Underweight),Total,2003,17,Percent
Eurasia,Eastern Mediterranean,Weight-for-age <-2 SD (Underweight),Total,2004,17,Percent
Eurasia,Eastern Mediterranean,Weight-for-age <-2 SD (Underweight),Total,2005,17,Percent
Eurasia,Eastern Mediterranean,Weight-for-age <-2 SD (Underweight),Total,2006,16,Percent
Eurasia,Eastern Mediterranean,Weight-for-age <-2 SD (Underweight),Total,2007,16,Percent
Eurasia,Eastern Mediterranean,Weight-for-age <-2 SD (Underweight),Total,2008,16,Percent
Eurasia,Eastern Mediterranean,Weight-for-age <-2 SD (Underweight),Total,2009,15,Percent
Eurasia,Eastern Mediterranean,Weight-for-age <-2 SD (Underweight),Total,2010,15,Percent
Eurasia,Eastern Mediterranean,Weight-for-age <-2 SD (Underweight),Total,2011,15,Percent
Eurasia,Eastern Mediterranean,Weight-for-age <-2 SD (Underweight),Total,2012,14,Percent
Eurasia,Eastern Mediterranean,Weight-for-age <-2 SD (Underweight),Total,2013,14,Percent
Eurasia,Eastern Mediterranean,Weight-for-age <-2 SD (Underweight),Total,2014,14,Percent
Eurasia,Eastern Mediterranean,Weight-for-age <-2 SD (Underweight),Total,2015,13,Percent
Eurasia,Eastern Mediterranean,Weight-for-age <-2 SD (Underweight),Total,2016,13,Percent
Eurasia,Eastern Mediterranean,Weight-for-age <-2 SD (Underweight),Total,2017,13,Percent
Eurasia,Eastern Mediterranean,Weight-for-age <-2 SD (Underweight),Total,2018,13,Percent
Eurasia,Eastern Mediterranean,Weight-for-age <-2 SD (Underweight),Total,2019,12,Percent
Eurasia,Eastern Mediterranean,Weight-for-age <-2 SD (Underweight),Total,2020,12,Percent
Eurasia,South-East Asia,Weight-for-age <-2 SD (Underweight),Total,1985,53,Percent
Eurasia,South-East Asia,Weight-for-age <-2 SD (Underweight),Total,1986,52,Percent
Eurasia,South-East Asia,Weight-for-age <-2 SD (Underweight),Total,1987,52,Percent
Eurasia,South-East Asia,Weight-for-age <-2 SD (Underweight),Total,1988,51,Percent
Eurasia,South-East Asia,Weight-for-age <-2 SD (Underweight),Total,1989,50,Percent
Eurasia,South-East Asia,Weight-for-age <-2 SD (Underweight),Total,1990,49,Percent
Eurasia,South-East Asia,Weight-for-age <-2 SD (Underweight),Total,1991,48,Percent
Eurasia,South-East Asia,Weight-for-age <-2 SD (Underweight),Total,1992,47,Percent
Eurasia,South-East Asia,Weight-for-age <-2 SD (Underweight),Total,1993,46,Percent
Eurasia,South-East Asia,Weight-for-age <-2 SD (Underweight),Total,1994,45,Percent
Eurasia,South-East Asia,Weight-for-age <-2 SD (Underweight),Total,1995,45,Percent
Eurasia,South-East Asia,Weight-for-age <-2 SD (Underweight),Total,1996,44,Percent
Eurasia,South-East Asia,Weight-for-age <-2 SD (Underweight),Total,1997,43,Percent
Eurasia,South-East Asia,Weight-for-age <-2 SD (Underweight),Total,1998,42,Percent
Eurasia,South-East Asia,Weight-for-age <-2 SD (Underweight),Total,1999,41,Percent
Eurasia,South-East Asia,Weight-for-age <-2 SD (Underweight),Total,2000,40,Percent
Eurasia,South-East Asia,Weight-for-age <-2 SD (Underweight),Total,2001,39,Percent
Eurasia,South-East Asia,Weight-for-age <-2 SD (Underweight),Total,2002,39,Percent
Eurasia,South-East Asia,Weight-for-age <-2 SD (Underweight),Total,2003,38,Percent
Eurasia,South-East Asia,Weight-for-age <-2 SD (Underweight),Total,2004,37,Percent
Eurasia,South-East Asia,Weight-for-age <-2 SD (Underweight),Total,2005,36,Percent
Eurasia,South-East Asia,Weight-for-age <-2 SD (Underweight),Total,2006,35,Percent
Eurasia,South-East Asia,Weight-for-age <-2 SD (Underweight),Total,2007,34,Percent
Eurasia,South-East Asia,Weight-for-age <-2 SD (Underweight),Total,2008,34,Percent
Eurasia,South-East Asia,Weight-for-age <-2 SD (Underweight),Total,2009,33,Percent
Eurasia,South-East Asia,Weight-for-age <-2 SD (Underweight),Total,2010,32,Percent
Eurasia,South-East Asia,Weight-for-age <-2 SD (Underweight),Total,2011,31,Percent
Eurasia,South-East Asia,Weight-for-age <-2 SD (Underweight),Total,2012,31,Percent
Eurasia,South-East Asia,Weight-for-age <-2 SD (Underweight),Total,2013,30,Percent
Eurasia,South-East Asia,Weight-for-age <-2 SD (Underweight),Total,2014,29,Percent
Eurasia,South-East Asia,Weight-for-age <-2 SD (Underweight),Total,2015,28,Percent
Eurasia,South-East Asia,Weight-for-age <-2 SD (Underweight),Total,2016,28,Percent
Eurasia,South-East Asia,Weight-for-age <-2 SD (Underweight),Total,2017,27,Percent
Eurasia,South-East Asia,Weight-for-age <-2 SD (Underweight),Total,2018,26,Percent
Eurasia,South-East Asia,Weight-for-age <-2 SD (Underweight),Total,2019,26,Percent
Eurasia,South-East Asia,Weight-for-age <-2 SD (Underweight),Total,2020,25,Percent
Eurasia,South Asia,Height-for-age <-2 SD (stunting),Total,1985,66,Percent
Eurasia,South Asia,Height-for-age <-2 SD (stunting),Total,1986,65,Percent
Eurasia,South Asia,Height-for-age <-2 SD (stunting),Total,1987,64,Percent
Eurasia,South Asia,Height-for-age <-2 SD (stunting),Total,1988,63,Percent
Eurasia,South Asia,Height-for-age <-2 SD (stunting),Total,1989,62,Percent
Eurasia,South Asia,Height-for-age <-2 SD (stunting),Total,1990,61,Percent
Eurasia,South Asia,Height-for-age <-2 SD (stunting),Total,1991,60,Percent
Eurasia,South Asia,Height-for-age <-2 SD (stunting),Total,1992,59,Percent
Eurasia,South Asia,Height-for-age <-2 SD (stunting),Total,1993,58,Percent
Eurasia,South Asia,Height-for-age <-2 SD (stunting),Total,1994,57,Percent
Eurasia,South Asia,Height-for-age <-2 SD (stunting),Total,1995,56,Percent
Eurasia,South Asia,Height-for-age <-2 SD (stunting),Total,1996,55,Percent
Eurasia,South Asia,Height-for-age <-2 SD (stunting),Total,1997,54,Percent
Eurasia,South Asia,Height-for-age <-2 SD (stunting),Total,1998,53,Percent
Eurasia,South Asia,Height-for-age <-2 SD (stunting),Total,1999,52,Percent
Eurasia,South Asia,Height-for-age <-2 SD (stunting),Total,2000,51,Percent
Eurasia,South Asia,Height-for-age <-2 SD (stunting),Total,2001,50,Percent
Eurasia,South Asia,Height-for-age <-2 SD (stunting),Total,2002,49,Percent
Eurasia,South Asia,Height-for-age <-2 SD (stunting),Total,2003,48,Percent
Eurasia,South Asia,Height-for-age <-2 SD (stunting),Total,2004,47,Percent
Eurasia,South Asia,Height-for-age <-2 SD (stunting),Total,2005,46,Percent
Eurasia,South Asia,Height-for-age <-2 SD (stunting),Total,2006,45,Percent
Eurasia,South Asia,Height-for-age <-2 SD (stunting),Total,2007,44,Percent
Eurasia,South Asia,Height-for-age <-2 SD (stunting),Total,2008,43,Percent
Eurasia,South Asia,Height-for-age <-2 SD (stunting),Total,2009,42,Percent
Eurasia,South Asia,Height-for-age <-2 SD (stunting),Total,2010,42,Percent
Eurasia,South Asia,Height-for-age <-2 SD (stunting),Total,2011,41,Percent
Eurasia,South Asia,Height-for-age <-2 SD (stunting),Total,2012,40,Percent
Eurasia,South Asia,Height-for-age <-2 SD (stunting),Total,2013,39,Percent
Eurasia,South Asia,Height-for-age <-2 SD (stunting),Total,2014,38,Percent
Eurasia,South Asia,Height-for-age <-2 SD (stunting),Total,2015,37,Percent
Eurasia,South Asia,Height-for-age <-2 SD (stunting),Total,2016,36,Percent
Eurasia,South Asia,Height-for-age <-2 SD (stunting),Total,2017,35,Percent
Eurasia,South Asia,Height-for-age <-2 SD (stunting),Total,2018,34,Percent
Eurasia,South Asia,Height-for-age <-2 SD (stunting),Total,2019,33,Percent
Eurasia,South Asia,Height-for-age <-2 SD (stunting),Total,2020,32,Percent
Eurasia,East Asia and Pacific,Height-for-age <-2 SD (stunting),Total,1985,44,Percent
Eurasia,East Asia and Pacific,Height-for-age <-2 SD (stunting),Total,1986,43,Percent
Eurasia,East Asia and Pacific,Height-for-age <-2 SD (stunting),Total,1987,41,Percent
Eurasia,East Asia and Pacific,Height-for-age <-2 SD (stunting),Total,1988,40,Percent
Eurasia,East Asia and Pacific,Height-for-age <-2 SD (stunting),Total,1989,38,Percent
Eurasia,East Asia and Pacific,Height-for-age <-2 SD (stunting),Total,1990,37,Percent
Eurasia,East Asia and Pacific,Height-for-age <-2 SD (stunting),Total,1991,35,Percent
Eurasia,East Asia and Pacific,Height-for-age <-2 SD (stunting),Total,1992,34,Percent
Eurasia,East Asia and Pacific,Height-for-age <-2 SD (stunting),Total,1993,32,Percent
Eurasia,East Asia and Pacific,Height-for-age <-2 SD (stunting),Total,1994,31,Percent
Eurasia,East Asia and Pacific,Height-for-age <-2 SD (stunting),Total,1995,30,Percent
Eurasia,East Asia and Pacific,Height-for-age <-2 SD (stunting),Total,1996,29,Percent
Eurasia,East Asia and Pacific,Height-for-age <-2 SD (stunting),Total,1997,28,Percent
Eurasia,East Asia and Pacific,Height-for-age <-2 SD (stunting),Total,1998,27,Percent
Eurasia,East Asia and Pacific,Height-for-age <-2 SD (stunting),Total,1999,25,Percent
Eurasia,East Asia and Pacific,Height-for-age <-2 SD (stunting),Total,2000,24,Percent
Eurasia,East Asia and Pacific,Height-for-age <-2 SD (stunting),Total,2001,23,Percent
